,year,year_code,country_name,country_code,total_fertility_rate,gdp_2015_dollar,gdp_per_capita_2015_dollar,gdp_growth,physicians_per_1000,hospital_beds_per_1000,arable_land_hectare_per_person,cpi,crop_production_index,food_production_index,percent_of_household_expenditure_in_gdp,life_expectancy_at_birth,infant_mortality_rate,child_mortality_rate,female_percentage_in_labor
456,2019,YR2019,Kenya,KEN,3.469,84264984851.0,1653.828985,5.114158858,,1.33,0.113833856,189.9731107,108.66,107.28,77.4226613,62.943,32.2,43.4,62.903
457,2019,YR2019,United Kingdom,GBR,1.63,3160000000000.0,47240.59962,1.641610996,2.942,2.45,0.091052257,119.6227113,101.7,104.43,63.92079219,81.40487805,3.8,4.3,58.43
458,2019,YR2019,China,CHN,1.496,14300000000000.0,10155.51088,5.950500754,2.258,4.83,0.077543873,125.0831544,107.84,104.25,39.24806213,77.968,6.0,8.0,
459,2019,YR2019,Japan,JPN,1.36,4560000000000.0,36043.7844,-0.402169201,,12.88,0.032566551,105.4842679,97.86,100.39,54.55458113,84.35634146,1.8,2.5,53.274
460,2020,YR2020,Argentina,ARG,1.911,515000000000.0,11346.65211,-9.900484814,3.895,3.2,0.925776916,,106.59,108.57,65.70470681,75.892,8.9,10.0,46.806
461,2020,YR2020,Brazil,BRA,1.649,1760000000000.0,8255.568013,-3.276758796,,2.43,0.270315568,172.7742913,116.58,111.97,63.14400091,74.009,13.0,14.5,50.247
462,2020,YR2020,France,FRA,1.83,2420000000000.0,35806.61789,-7.540459162,3.324,6.0,0.265743167,110.5729469,89.97,93.7,53.19647843,82.17560976,3.3,4.2,50.628
463,2020,YR2020,Germany,DEU,1.53,3460000000000.0,41601.97316,-3.826768716,4.459,7.8,0.140258271,113.0183789,90.66,95.45,50.19981021,81.04146341,3.1,3.7,55.424
464,2020,YR2020,Poland,POL,1.39,560000000000.0,14774.9892,-2.020070734,3.714,6.11,0.29420247,117.9624468,107.75,111.87,56.52953023,76.5,3.8,4.4,48.345
465,2020,YR2020,Nigeria,NGA,5.309,500000000000.0,2401.183415,-1.794253083,,,0.176990636,302.9393941,112.71,112.64,,52.887,72.3,113.9,
466,2020,YR2020,Kenya,KEN,3.397,84035138347.0,1616.502404,-0.272766327,,,0.111568971,200.2414652,137.6,125.82,76.43936064,62.675,31.8,43.0,
467,2020,YR2020,United Kingdom,GBR,1.56,2830000000000.0,42191.91737,-10.35990082,3.041,2.43,0.089123319,120.8063621,83.04,98.14,59.2158963,80.35121951,3.7,4.3,58.634
468,2020,YR2020,China,CHN,1.281,14600000000000.0,10358.17,2.238638356,2.387,5.0,0.077217773,128.1094436,107.94,105.49,38.20031239,78.077,5.5,7.5,
469,2020,YR2020,Japan,JPN,1.33,4380000000000.0,34650.79678,-4.147118899,2.614,12.72,0.032504099,105.4579012,95.99,100.3,54.05305069,84.56,1.8,2.4,53.124
470,2021,YR2021,Argentina,ARG,1.885,570000000000.0,12444.31827,10.71800993,,3.34,0.921412666,,107.19,108.4,62.99008318,75.39,8.6,9.7,50.48
471,2021,YR2021,Brazil,BRA,1.641,1840000000000.0,8603.152214,4.762604379,2.142,2.46,0.271794833,187.1174251,115.35,112.13,61.36799664,72.75,12.8,14.3,52.373
472,2021,YR2021,France,FRA,1.84,2580000000000.0,38002.19424,6.435209621,,,0.26498553,112.3889211,96.52,96.72,52.57505841,82.32439024,3.3,4.1,52.246
473,2021,YR2021,Germany,DEU,1.58,3570000000000.0,42900.02252,3.163819942,4.518,,0.140126798,116.4842759,90.39,94.49,49.35769672,80.7902439,3.1,3.6,55.383
474,2021,YR2021,Poland,POL,1.33,599000000000.0,15863.23111,6.934980384,,,0.293499446,123.9254804,107.9,110.69,56.1877732,75.50243902,3.8,4.4,50.582
475,2021,YR2021,Nigeria,NGA,5.237,518000000000.0,2429.58529,3.647186541,0.395,,0.172782434,354.2962423,118.31,117.33,,52.676,70.5,110.6,
476,2021,YR2021,Kenya,KEN,3.335,90413816677.0,1705.74039,7.590489473,0.226,,0.109422372,212.4720858,133.91,123.29,75.49614963,61.427,31.0,41.9,62.847
477,2021,YR2021,United Kingdom,GBR,1.56,3080000000000.0,45889.61102,8.674904114,3.171,2.35,0.089663385,123.8487146,90.1,100.53,59.95134144,80.7,3.6,4.2,58.363
478,2021,YR2021,China,CHN,1.164,15900000000000.0,11223.25535,8.448469417,,,0.077078082,129.3662166,109.76,109.89,38.11356525,78.211,5.1,7.0,
479,2021,YR2021,Japan,JPN,1.3,4490000000000.0,35701.45427,2.559320239,,,0.032510727,105.2118123,95.82,100.37,53.53661083,84.44560976,1.8,2.3,53.546
